Job ID,Agency,Posting Type,# Of Positions,Business Title,Civil Service Title,Title Code No,Level,Salary Range From,Salary Range To,Salary Frequency,Posting Date
187097,DEPT OF HEALTH/MENTAL HYGIENE,External,1,"Helpdesk Agent,  Bureau of Operations:Information Support Services-Call Center",COLLEGE AIDE (ALL CITY DEPTS),10209,1,10,14,Hourly,3/16/15 0:00
187107,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,"Special Assistant, Bureau of Operations: District Operations",COLLEGE AIDE (ALL CITY DEPTS),10209,1,10,14,Hourly,3/16/15 0:00
186866,DEPARTMENT OF FINANCE,External,1,"Director, Office of Tax Enforcement",ADMINISTRATIVE INVESTIGATOR,10020,M2,90000,115000,Annual,3/17/15 0:00
186869,DEPARTMENT OF BUILDINGS,Internal,1,Senior Mainframe Developer,COMPUTER SYSTEMS MANAGER,10050,M1,51757,93259,Annual,4/1/15 0:00
186869,DEPARTMENT OF BUILDINGS,External,1,Senior Mainframe Developer,COMPUTER SYSTEMS MANAGER,10050,M1,51757,93259,Annual,4/1/15 0:00
187107,DEPT OF HEALTH/MENTAL HYGIENE,External,1,"Special Assistant, Bureau of Operations: District Operations",COLLEGE AIDE (ALL CITY DEPTS),10209,1,10,14,Hourly,3/16/15 0:00
187113,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,"Environmental Health Scientist, Bureau of Environmental Disease and Injury Prevention",CITY RESEARCH SCIENTIST,21744,2,66575,83555,Annual,3/16/15 0:00
187113,DEPT OF HEALTH/MENTAL HYGIENE,External,1,"Environmental Health Scientist, Bureau of Environmental Disease and Injury Prevention",CITY RESEARCH SCIENTIST,21744,2,66575,83555,Annual,3/16/15 0:00
187115,OFFICE OF EMERGENCY MANAGEMENT,Internal,1,Accessible Communication Coordinator,EMERGENCY PREPAREDNESS SPECIAL,6766,1,55000,55000,Annual,3/16/15 0:00
187952,FIRE DEPARTMENT,Internal,1,GIS Geodatabase Manager,COMPUTER SPECIALIST (SOFTWARE),13632,3,81290,105464,Annual,3/25/15 0:00
187957,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,"Quality Assurance Analyst, Bureau of IT Solutions and Delivery",COMPUTER ASSOC (TECH SUPP),13611,1,43292,63036,Annual,3/24/15 0:00
187957,DEPT OF HEALTH/MENTAL HYGIENE,External,1,"Quality Assurance Analyst, Bureau of IT Solutions and Delivery",COMPUTER ASSOC (TECH SUPP),13611,1,43292,63036,Annual,3/24/15 0:00
187958,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Resident Engineer/Accountable Manager,CIVIL ENGINEER,20215,2,71030,98681,Annual,3/27/15 0:00
187958,DEPT OF ENVIRONMENT PROTECTION,External,1,Resident Engineer/Accountable Manager,CIVIL ENGINEER,20215,2,71030,98681,Annual,3/27/15 0:00
187378,DEPT OF ENVIRONMENT PROTECTION,Internal,1,CAPITAL BUDGET MANANGEMENT OFFICE LIAISON,PROJECT MANAGER,22426,0,57000,75516,Annual,3/20/15 0:00
187406,DEPT. OF HOMELESS SERVICES,Internal,1,Community Associate,COMMUNITY ASSOCIATE,56057,0,33799,56249,Annual,3/19/15 0:00
187406,DEPT. OF HOMELESS SERVICES,External,1,Community Associate,COMMUNITY ASSOCIATE,56057,0,33799,56249,Annual,3/19/15 0:00
187507,DEPT OF HEALTH/MENTAL HYGIENE,External,1,"Data Manager/Court Advocate, Bureau of Correctional Health Services",CITY RESEARCH SCIENTIST,21744,1,56555,68431,Annual,3/19/15 0:00
187507,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,"Data Manager/Court Advocate, Bureau of Correctional Health Services",CITY RESEARCH SCIENTIST,21744,1,56555,68431,Annual,3/19/15 0:00
187962,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,Identification Specialist,CRIMINALIST,21849,1,45728,45728,Annual,3/24/15 0:00
187962,DEPT OF HEALTH/MENTAL HYGIENE,External,1,Identification Specialist,CRIMINALIST,21849,1,45728,45728,Annual,3/24/15 0:00
187966,DEPARTMENT OF BUILDINGS,Internal,1,Administrative Associate,CLERICAL ASSOCIATE,10251,4,35284,45000,Annual,3/23/15 0:00
187972,ADMIN FOR CHILDREN'S SVCS,External,1,Staff Attorney,AGENCY ATTORNEY,30087,3,66970,98864,Annual,4/9/15 0:00
187523,DEPT OF CITYWIDE ADMIN SVCS,External,1,Help Desk Representative,PRINCIPAL ADMINISTRATIVE ASSOC,10124,2,44735,51445,Annual,4/1/15 0:00
187523,DEPT OF CITYWIDE ADMIN SVCS,Internal,1,Help Desk Representative,PRINCIPAL ADMINISTRATIVE ASSOC,10124,2,44735,51445,Annual,4/1/15 0:00
187575,FINANCIAL INFO SVCS AGENCY,Internal,1,LINUX SYSTEMS ADMINISTRATOR,COMPUTER SYSTEMS MANAGER,10050,M1,110000,120000,Annual,3/25/15 0:00
187972,ADMIN FOR CHILDREN'S SVCS,Internal,1,Staff Attorney,AGENCY ATTORNEY,30087,3,66970,98864,Annual,4/9/15 0:00
187981,DEPT OF HEALTH/MENTAL HYGIENE,External,1,"Governance and Data Use Manager, Bureau of Epidemiology Services",CITY RESEARCH SCIENTIST,21744,3,74478,97875,Annual,3/24/15 0:00
187981,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,"Governance and Data Use Manager, Bureau of Epidemiology Services",CITY RESEARCH SCIENTIST,21744,3,74478,97875,Annual,3/24/15 0:00
188011,CONSUMER AFFAIRS,External,1,General Services Associate,COMMUNITY ASSOCIATE,56057,0,33799,40000,Annual,3/24/15 0:00
188011,CONSUMER AFFAIRS,Internal,1,General Services Associate,COMMUNITY ASSOCIATE,56057,0,33799,40000,Annual,3/24/15 0:00
187575,FINANCIAL INFO SVCS AGENCY,External,1,LINUX SYSTEMS ADMINISTRATOR,COMPUTER SYSTEMS MANAGER,10050,M1,110000,120000,Annual,3/25/15 0:00
187580,DEPT OF CITYWIDE ADMIN SVCS,Internal,1,Tests & Measurement Specialist,TESTS AND MEASUREMENT SPECIAL,12704,2,52448,60315,Annual,3/24/15 0:00
187580,DEPT OF CITYWIDE ADMIN SVCS,External,1,Tests & Measurement Specialist,TESTS AND MEASUREMENT SPECIAL,12704,2,52448,60315,Annual,3/24/15 0:00
187589,DEPT OF HEALTH/MENTAL HYGIENE,External,1,Director of Policy and Health Systems Analysis,HEALTH SERVICES MANAGER,10069,M2,57244,152969,Annual,3/19/15 0:00
188018,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,"Child Health Survey,  Bureau of Epidemiology Services",CITY RESEARCH SCIENTIST,21744,3,74478,97875,Annual,3/24/15 0:00
188018,DEPT OF HEALTH/MENTAL HYGIENE,External,1,"Child Health Survey,  Bureau of Epidemiology Services",CITY RESEARCH SCIENTIST,21744,3,74478,97875,Annual,3/24/15 0:00
188019,DEPT OF INFO TECH & TELECOMM,Internal,1,Portal Application Engineer,COMPUTER SPECIALIST (SOFTWARE),13632,4,87203,110000,Annual,4/8/15 0:00
188019,DEPT OF INFO TECH & TELECOMM,External,1,Portal Application Engineer,COMPUTER SPECIALIST (SOFTWARE),13632,4,87203,110000,Annual,4/8/15 0:00
188023,DEPT OF ENVIRONMENT PROTECTION,External,1,Ashokan Watershed Stream Mgmt Program Project Manager,ASSOCIATE PROJECT MANAGER,22427,2,65822,96470,Annual,3/25/15 0:00
188023,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Ashokan Watershed Stream Mgmt Program Project Manager,ASSOCIATE PROJECT MANAGER,22427,2,65822,96470,Annual,3/25/15 0:00
187589,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,Director of Policy and Health Systems Analysis,HEALTH SERVICES MANAGER,10069,M2,57244,152969,Annual,3/19/15 0:00
187657,TAXI & LIMOUSINE COMMISSION,External,2,Prosecuting Attorney,AGENCY ATTORNEY INTERNE,30086,0,52482,63722,Annual,3/19/15 0:00
187657,TAXI & LIMOUSINE COMMISSION,Internal,2,Prosecuting Attorney,AGENCY ATTORNEY INTERNE,30086,0,52482,63722,Annual,3/19/15 0:00
187661,DEPT OF PARKS & RECREATION,Internal,1,Data Systems Manager,PRINCIPAL ADMINISTRATIVE ASSOC,10124,3,65000,72000,Annual,4/3/15 0:00
188040,DEPT OF INFO TECH & TELECOMM,Internal,1,Business Continuity Support Specialist,COMPUTER SPECIALIST (SOFTWARE),13632,2,75275,95000,Annual,4/1/15 0:00
188049,DEPT OF INFO TECH & TELECOMM,External,1,Contracts Counsel,AGENCY ATTORNEY,30087,1,53181,81189,Annual,3/26/15 0:00
188049,DEPT OF INFO TECH & TELECOMM,Internal,1,Contracts Counsel,AGENCY ATTORNEY,30087,1,53181,81189,Annual,3/26/15 0:00
188050,DEPT OF DESIGN & CONSTRUCTION,Internal,5,Project Manager/Sr. Project Manager,ASSOCIATE PROJECT MANAGER,22427,2,65822,96470,Annual,4/8/15 0:00
187664,DEPT OF PARKS & RECREATION,Internal,1,FMS/IFA Manager,PRINCIPAL ADMINISTRATIVE ASSOC,10124,3,65000,72000,Annual,4/3/15 0:00
187665,DEPT OF PARKS & RECREATION,Internal,3,Landscape Architect,LANDSCAPE ARCHITECT,21315,1,60000,68000,Annual,3/20/15 0:00
187665,DEPT OF PARKS & RECREATION,Internal,3,Landscape Architect,LANDSCAPE ARCHITECT,21315,1,60000,68000,Annual,3/20/15 0:00
187666,DEPT OF PARKS & RECREATION,Internal,9,Landscape Architect II,LANDSCAPE ARCHITECT,21315,2,72000,81000,Annual,3/20/15 0:00
188174,DEPARTMENT OF CORRECTION,External,1,Assistant Commissioner for Human Resources Operations,ADMINISTRATIVE STAFF ANALYST (,10026,M4,125000,150000,Annual,3/25/15 0:00
188174,DEPARTMENT OF CORRECTION,Internal,1,Assistant Commissioner for Human Resources Operations,ADMINISTRATIVE STAFF ANALYST (,10026,M4,125000,150000,Annual,3/25/15 0:00
188177,DEPT OF INFO TECH & TELECOMM,Internal,1,Service Desk Agent,COMPUTER ASSOC (OPERATIONS),13621,1,45174,51950,Annual,4/8/15 0:00
187666,DEPT OF PARKS & RECREATION,Internal,9,Landscape Architect II,LANDSCAPE ARCHITECT,21315,2,72000,81000,Annual,3/20/15 0:00
187669,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Electrician Helper,ELECTRICIANS HELPER,91722,0,56820,56820,Annual,3/20/15 0:00
187669,DEPT OF ENVIRONMENT PROTECTION,External,1,Electrician Helper,ELECTRICIANS HELPER,91722,0,56820,56820,Annual,3/20/15 0:00
187672,HOUSING PRESERVATION & DVLPMNT,Internal,1,"Deputy Director, Homeless Placement Services",COMMUNITY COORDINATOR,56058,0,47703,74049,Annual,3/20/15 0:00
188050,DEPT OF DESIGN & CONSTRUCTION,External,5,Project Manager/Sr. Project Manager,ASSOCIATE PROJECT MANAGER,22427,2,65822,96470,Annual,4/8/15 0:00
188060,DEPT OF HEALTH/MENTAL HYGIENE,External,1,"Office Manager, Bureau of HIV/AIDS Prevention and Control",PRINCIPAL ADMINISTRATIVE ASSOC,10124,2,44735,65028,Annual,3/24/15 0:00
188060,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,"Office Manager, Bureau of HIV/AIDS Prevention and Control",PRINCIPAL ADMINISTRATIVE ASSOC,10124,2,44735,65028,Annual,3/24/15 0:00
188061,ADMIN FOR CHILDREN'S SVCS,External,1,Assistant Commissioner of Case Monitoring and Compliance Program,ADMINISTRATIVE DIRECTOR OF SOC,10056,M4,90000,140000,Annual,4/13/15 0:00
188061,ADMIN FOR CHILDREN'S SVCS,Internal,1,Assistant Commissioner of Case Monitoring and Compliance Program,ADMINISTRATIVE DIRECTOR OF SOC,10056,M4,90000,140000,Annual,4/13/15 0:00
187672,HOUSING PRESERVATION & DVLPMNT,External,1,"Deputy Director, Homeless Placement Services",COMMUNITY COORDINATOR,56058,0,47703,74049,Annual,3/20/15 0:00
187677,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Computer Specialist (Software) II,COMPUTER SPECIALIST (SOFTWARE),13632,2,75275,96981,Annual,4/3/15 0:00
187677,DEPT OF ENVIRONMENT PROTECTION,External,1,Computer Specialist (Software) II,COMPUTER SPECIALIST (SOFTWARE),13632,2,75275,96981,Annual,4/3/15 0:00
187691,DEPT OF ENVIRONMENT PROTECTION,External,1,DIRECTOR OF PUBLIC DESIGN OUTREACH,ADMINISTRATIVE PROJECT MANAGER,83008,M1,80000,105000,Annual,3/25/15 0:00
187691,DEPT OF ENVIRONMENT PROTECTION,Internal,1,DIRECTOR OF PUBLIC DESIGN OUTREACH,ADMINISTRATIVE PROJECT MANAGER,83008,M1,80000,105000,Annual,3/25/15 0:00
187697,FIRE DEPARTMENT,External,2,QUALITY ASSURANCE (QA) ANALYST,COMPUTER SPECIALIST (SOFTWARE),13632,1,72260,90057,Annual,3/31/15 0:00
187697,FIRE DEPARTMENT,Internal,2,QUALITY ASSURANCE (QA) ANALYST,COMPUTER SPECIALIST (SOFTWARE),13632,1,72260,90057,Annual,3/31/15 0:00
188066,DEPT OF ENVIRONMENT PROTECTION,Internal,9,Air & Noise Pollution Inspector,AIR POLLUTION INSPECTOR,31315,1,30817,39064,Annual,3/25/15 0:00
188066,DEPT OF ENVIRONMENT PROTECTION,External,9,Air & Noise Pollution Inspector,AIR POLLUTION INSPECTOR,31315,1,30817,39064,Annual,3/25/15 0:00
188072,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,"Administrative Director, Bureau of School Health",ADM MANAGER-NON-MGRL FRM M1/M2,1002C,0,49492,119841,Annual,3/24/15 0:00
188072,DEPT OF HEALTH/MENTAL HYGIENE,External,1,"Administrative Director, Bureau of School Health",ADM MANAGER-NON-MGRL FRM M1/M2,1002C,0,49492,119841,Annual,3/24/15 0:00
187714,ADMIN FOR CHILDREN'S SVCS,Internal,1,Network Engineer I LAN/WAN,CERTIFIED IT ADMINISTRATOR LAN,13641,1,72260,98163,Annual,3/30/15 0:00
187714,ADMIN FOR CHILDREN'S SVCS,External,1,Network Engineer I LAN/WAN,CERTIFIED IT ADMINISTRATOR LAN,13641,1,72260,98163,Annual,3/30/15 0:00
187754,ADMIN FOR CHILDREN'S SVCS,External,1,Desktop Support Technician,COMPUTER AIDE,13620,1,36143,46785,Annual,3/31/15 0:00
188075,DEPT OF ENVIRONMENT PROTECTION,External,1,EHS Auditor,INDUSTRIAL HYGIENIST,31305,2,49413,66411,Annual,3/27/15 0:00
188075,DEPT OF ENVIRONMENT PROTECTION,Internal,1,EHS Auditor,INDUSTRIAL HYGIENIST,31305,2,49413,66411,Annual,3/27/15 0:00
188077,DEPT OF DESIGN & CONSTRUCTION,Internal,5,Project Manager,SENIOR ESTIMATOR (GENERAL CONS,20127,0,59743,86523,Annual,4/8/15 0:00
188077,DEPT OF DESIGN & CONSTRUCTION,External,5,Project Manager,SENIOR ESTIMATOR (GENERAL CONS,20127,0,59743,86523,Annual,4/8/15 0:00
188089,DEPT OF HEALTH/MENTAL HYGIENE,External,1,"Research Scientist, Bureau of Chronic Disease Prevention & Tobacco Control",CITY RESEARCH SCIENTIST,21744,3,74478,97875,Annual,3/25/15 0:00
187754,ADMIN FOR CHILDREN'S SVCS,Internal,1,Desktop Support Technician,COMPUTER AIDE,13620,1,36143,46785,Annual,3/31/15 0:00
187780,DEPARTMENT OF INVESTIGATION,External,2,Digital Forensic Investigator,SPECIAL INVESTIGATOR,31130,0,47040,70000,Annual,3/25/15 0:00
187780,DEPARTMENT OF INVESTIGATION,Internal,2,Digital Forensic Investigator,SPECIAL INVESTIGATOR,31130,0,47040,70000,Annual,3/25/15 0:00
188089,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,"Research Scientist, Bureau of Chronic Disease Prevention & Tobacco Control",CITY RESEARCH SCIENTIST,21744,3,74478,97875,Annual,3/25/15 0:00
188118,DEPT OF HEALTH/MENTAL HYGIENE,External,1,"Miscellaneous Revenue Collections Analyst, Finance/Bureau of Budget and Revenues",COMMUNITY COORDINATOR,56058,0,47703,74049,Annual,3/25/15 0:00
188118,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,"Miscellaneous Revenue Collections Analyst, Finance/Bureau of Budget and Revenues",COMMUNITY COORDINATOR,56058,0,47703,74049,Annual,3/25/15 0:00
188128,OFFICE OF MANAGEMENT & BUDGET,Internal,15,Summer College Intern,SUMMER COLLEGE INTERN,10234,0,12,12,Hourly,3/24/15 0:00
187782,CONSUMER AFFAIRS,Internal,1,Policy Analyst,COMMUNITY ASSOCIATE,56057,0,33799,50000,Annual,3/23/15 0:00
187782,CONSUMER AFFAIRS,External,1,Policy Analyst,COMMUNITY ASSOCIATE,56057,0,33799,50000,Annual,3/23/15 0:00
187783,DEPARTMENT OF BUSINESS SERV.,External,1,DATA AND BUSINESS ANALYST,CONTRACT REVIEWER (OFFICE OF L,40563,1,42405,65485,Annual,4/13/15 0:00
187783,DEPARTMENT OF BUSINESS SERV.,Internal,1,DATA AND BUSINESS ANALYST,CONTRACT REVIEWER (OFFICE OF L,40563,1,42405,65485,Annual,4/13/15 0:00
188128,OFFICE OF MANAGEMENT & BUDGET,External,15,Summer College Intern,SUMMER COLLEGE INTERN,10234,0,12,12,Hourly,3/24/15 0:00
188133,OFFICE OF MANAGEMENT & BUDGET,Internal,15,Summer Graduate Intern,SUMMER GRADUATE INTERN,10232,0,17,17,Hourly,3/24/15 0:00
188133,OFFICE OF MANAGEMENT & BUDGET,External,15,Summer Graduate Intern,SUMMER GRADUATE INTERN,10232,0,17,17,Hourly,3/24/15 0:00
188152,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Green Infrastructure Grant Project Manager,CITY PLANNER,22122,1,48679,70303,Annual,3/25/15 0:00
187835,DEPT OF ENVIRONMENT PROTECTION,External,1,Supervisor GIS Data-Maintenance Unit,COMPUTER ASSOC (OPERATIONS),13621,1,45174,65823,Annual,3/25/15 0:00
187835,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Supervisor GIS Data-Maintenance Unit,COMPUTER ASSOC (OPERATIONS),13621,1,45174,65823,Annual,3/25/15 0:00
187836,DEPT OF INFO TECH & TELECOMM,External,1,ECTP Project Manager,COMPUTER SPECIALIST (SOFTWARE),13632,4,87203,120000,Annual,4/8/15 0:00
187836,DEPT OF INFO TECH & TELECOMM,Internal,1,ECTP Project Manager,COMPUTER SPECIALIST (SOFTWARE),13632,4,87203,120000,Annual,4/8/15 0:00
187838,DEPT. OF HOMELESS SERVICES,External,1,Executive Assistant to the Deputy Commissioner,PRINCIPAL ADMINISTRATIVE ASSOC,10124,3,49488,75630,Annual,3/23/15 0:00
188152,DEPT OF ENVIRONMENT PROTECTION,External,1,Green Infrastructure Grant Project Manager,CITY PLANNER,22122,1,48679,70303,Annual,3/25/15 0:00
188154,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Project Manager,CITY PLANNER,22122,1,48679,70303,Annual,3/27/15 0:00
188154,DEPT OF ENVIRONMENT PROTECTION,External,1,Project Manager,CITY PLANNER,22122,1,48679,70303,Annual,3/27/15 0:00
188158,DEPARTMENT OF BUILDINGS,Internal,1,Chief Inspector,ADMINISTRATIVE INSPECTOR (BUIL,10073,M1,51757,95000,Annual,3/25/15 0:00
187838,DEPT. OF HOMELESS SERVICES,Internal,1,Executive Assistant to the Deputy Commissioner,PRINCIPAL ADMINISTRATIVE ASSOC,10124,3,49488,75630,Annual,3/23/15 0:00
187840,DEPT OF INFO TECH & TELECOMM,External,1,Segment Producer,PROGRAM PRODUCER,60621,1,36809,50000,Annual,3/24/15 0:00
187840,DEPT OF INFO TECH & TELECOMM,Internal,1,Segment Producer,PROGRAM PRODUCER,60621,1,36809,50000,Annual,3/24/15 0:00
187302,DEPT OF ENVIRONMENT PROTECTION,Internal,1,EXECUTIVE SUPPORT ADMINISTRATOR,PRINCIPAL ADMINISTRATIVE ASSOC,10124,3,56911,65000,Annual,3/20/15 0:00
187303,DEPARTMENT FOR THE AGING,External,1,Nutrition Consultant,NUTRITION CONSULTANT,50415,0,54494,68666,Annual,3/18/15 0:00
187303,DEPARTMENT FOR THE AGING,Internal,1,Nutrition Consultant,NUTRITION CONSULTANT,50415,0,54494,68666,Annual,3/18/15 0:00
187843,DEPARTMENT OF SANITATION,External,1,AUTO MECHANIC,AUTO MECHANIC,92510,0,251,292,Daily,4/10/15 0:00
187843,DEPARTMENT OF SANITATION,Internal,1,AUTO MECHANIC,AUTO MECHANIC,92510,0,251,292,Daily,4/10/15 0:00
187913,DEPT OF ENVIRONMENT PROTECTION,External,1,CITY PLANNING TECHNICIAN,CITY PLANNING TECHNICIAN,22121,0,34325,52660,Annual,3/25/15 0:00
187913,DEPT OF ENVIRONMENT PROTECTION,Internal,1,CITY PLANNING TECHNICIAN,CITY PLANNING TECHNICIAN,22121,0,34325,52660,Annual,3/25/15 0:00
187333,ADMIN TRIALS AND HEARINGS,Internal,1,Customer Service Representative,COMMUNITY SERVICE AIDE,52406,0,14,16,Hourly,3/24/15 0:00
187333,ADMIN TRIALS AND HEARINGS,External,1,Customer Service Representative,COMMUNITY SERVICE AIDE,52406,0,14,16,Hourly,3/24/15 0:00
187334,CONSUMER AFFAIRS,External,1,Executive Director,EXECUTIVE AGENCY COUNSEL,95005,M5,78419,115000,Annual,3/18/15 0:00
187334,CONSUMER AFFAIRS,Internal,1,Executive Director,EXECUTIVE AGENCY COUNSEL,95005,M5,78419,115000,Annual,3/18/15 0:00
187336,DEPT OF PARKS & RECREATION,Internal,1,Program Associate,COMMUNITY ASSOCIATE,56057,0,45000,50000,Annual,3/20/15 0:00
187923,DEPARTMENT OF BUILDINGS,Internal,2,Plan Examiner- Forensic Engineering,PLAN EXAMINER (BLDGS),22410,0,62023,75000,Annual,3/23/15 0:00
187923,DEPARTMENT OF BUILDINGS,External,2,Plan Examiner- Forensic Engineering,PLAN EXAMINER (BLDGS),22410,0,62023,75000,Annual,3/23/15 0:00
187924,DEPT OF ENVIRONMENT PROTECTION,Internal,1,City Research Scientist,CITY RESEARCH SCIENTIST,21744,1,56555,68431,Annual,3/25/15 0:00
187924,DEPT OF ENVIRONMENT PROTECTION,External,1,City Research Scientist,CITY RESEARCH SCIENTIST,21744,1,56555,68431,Annual,3/25/15 0:00
187344,DEPT OF HEALTH/MENTAL HYGIENE,Internal,2,Software Developer,COMPUTER ASSOC (SOFTWARE),13631,1,58721,67529,Annual,3/18/15 0:00
187344,DEPT OF HEALTH/MENTAL HYGIENE,External,2,Software Developer,COMPUTER ASSOC (SOFTWARE),13631,1,58721,67529,Annual,3/18/15 0:00
187354,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Agency Attorney,EXECUTIVE AGENCY COUNSEL,95005,M1,95000,110000,Annual,3/20/15 0:00
187354,DEPT OF ENVIRONMENT PROTECTION,External,1,Agency Attorney,EXECUTIVE AGENCY COUNSEL,95005,M1,95000,110000,Annual,3/20/15 0:00
187931,DEPT OF INFO TECH & TELECOMM,Internal,6,Monitoring Engineer,COMPUTER SPECIALIST (SOFTWARE),13632,4,87203,120000,Annual,4/8/15 0:00
187931,DEPT OF INFO TECH & TELECOMM,External,6,Monitoring Engineer,COMPUTER SPECIALIST (SOFTWARE),13632,4,87203,120000,Annual,4/8/15 0:00
187947,DEPT OF ENVIRONMENT PROTECTION,Internal,2,Technical Support Associate,COMPUTER ASSOC (TECH SUPP),13611,1,43292,63036,Annual,3/25/15 0:00
187947,DEPT OF ENVIRONMENT PROTECTION,External,2,Technical Support Associate,COMPUTER ASSOC (TECH SUPP),13611,1,43292,63036,Annual,3/25/15 0:00
187952,FIRE DEPARTMENT,External,1,GIS Geodatabase Manager,COMPUTER SPECIALIST (SOFTWARE),13632,3,81290,105464,Annual,3/25/15 0:00
187359,TAXI & LIMOUSINE COMMISSION,External,1,Special Projects / Budget Analyst,COMMUNITY COORDINATOR,56058,0,47703,55000,Annual,3/18/15 0:00
187359,TAXI & LIMOUSINE COMMISSION,Internal,1,Special Projects / Budget Analyst,COMMUNITY COORDINATOR,56058,0,47703,55000,Annual,3/18/15 0:00
187366,CONFLICTS OF INTEREST BOARD,Internal,1,Ethics Training Coordinator,COMMUNITY ASSOCIATE,56057,0,33799,56249,Annual,4/6/15 0:00
187366,CONFLICTS OF INTEREST BOARD,External,1,Ethics Training Coordinator,COMMUNITY ASSOCIATE,56057,0,33799,56249,Annual,4/6/15 0:00
187378,DEPT OF ENVIRONMENT PROTECTION,Internal,1,CAPITAL BUDGET MANANGEMENT OFFICE LIAISON,PROJECT MANAGER,22426,0,57000,75516,Annual,3/20/15 0:00
188706,DEPT OF DESIGN & CONSTRUCTION,External,1,Structural Design and Review Engineer,ADMINISTRATIVE PROJECT MANAGER,83008,M1,51757,142430,Annual,3/30/15 0:00
188707,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,"Public Health Advisor, Bureau of HIV/AIDS Prevention and Control",PUBLIC HEALTH ADVISER,51191,2,41452,52821,Annual,3/27/15 0:00
188707,DEPT OF HEALTH/MENTAL HYGIENE,External,1,"Public Health Advisor, Bureau of HIV/AIDS Prevention and Control",PUBLIC HEALTH ADVISER,51191,2,41452,52821,Annual,3/27/15 0:00
188709,DEPT OF DESIGN & CONSTRUCTION,Internal,1,Senior Electrical/Lighting Design & Review Engineer,ADMINISTRATIVE ENGINEER,10015,M1,51757,142430,Annual,3/30/15 0:00
188233,FINANCIAL INFO SVCS AGENCY,Internal,1,J2EE DEVELOPER,COMPUTER SYSTEMS MANAGER,10050,M1,110000,115000,Annual,3/25/15 0:00
188233,FINANCIAL INFO SVCS AGENCY,External,1,J2EE DEVELOPER,COMPUTER SYSTEMS MANAGER,10050,M1,110000,115000,Annual,3/25/15 0:00
188234,FINANCIAL INFO SVCS AGENCY,Internal,1,J2EE DEVELOPER,COMPUTER SYSTEMS MANAGER,10050,M1,110000,120000,Annual,3/25/15 0:00
188709,DEPT OF DESIGN & CONSTRUCTION,External,1,Senior Electrical/Lighting Design & Review Engineer,ADMINISTRATIVE ENGINEER,10015,M1,51757,142430,Annual,3/30/15 0:00
188714,HRA/DEPT OF SOCIAL SERVICES,Internal,1,CASE MANAGEMENT TEAM LEADER,ASSOCIATE JOB OPPORTUNITY SPEC,52316,2,53603,80444,Annual,3/27/15 0:00
188727,DEPT OF HEALTH/MENTAL HYGIENE,External,1,"NYC Regional Planning Consortium Administrative Assistant, Mental Hygiene/Office of Executive Deputy Commissioner",PRINCIPAL ADMINISTRATIVE ASSOC,10124,1,39981,58568,Annual,3/27/15 0:00
188727,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,"NYC Regional Planning Consortium Administrative Assistant, Mental Hygiene/Office of Executive Deputy Commissioner",PRINCIPAL ADMINISTRATIVE ASSOC,10124,1,39981,58568,Annual,3/27/15 0:00
188234,FINANCIAL INFO SVCS AGENCY,External,1,J2EE DEVELOPER,COMPUTER SYSTEMS MANAGER,10050,M1,110000,120000,Annual,3/25/15 0:00
188235,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,"Population Biologist, Bureau of Veterinary and Pest Control Services",CITY RESEARCH SCIENTIST,21744,1,56555,68431,Annual,3/25/15 0:00
188235,DEPT OF HEALTH/MENTAL HYGIENE,External,1,"Population Biologist, Bureau of Veterinary and Pest Control Services",CITY RESEARCH SCIENTIST,21744,1,56555,68431,Annual,3/25/15 0:00
188248,NYC HOUSING AUTHORITY,Internal,1,CARETAKER X,CARETAKER (HA),90645,0,26843,39019,Annual,4/6/15 0:00
188896,DEPARTMENT OF BUILDINGS,External,2,Plan Examiner-Cranes & Derricks,PLAN EXAMINER (BLDGS),22410,0,62023,75000,Annual,3/30/15 0:00
188896,DEPARTMENT OF BUILDINGS,Internal,2,Plan Examiner-Cranes & Derricks,PLAN EXAMINER (BLDGS),22410,0,62023,75000,Annual,3/30/15 0:00
